"Type of Valuation","Subsector","2000-2001","2001-2002","2002-2003","2003-2004","2004-2005","2005-2006","2006-2007","2007-2008","2008-2009","2009-2010","2010-2011","2011-2012","2012-2013","2013-2014","2014-2015","2015-2016","2016-2017","2017-2018","2018-2019","2019-2020","2020-2021","2021-2022"
"Current Prices","..Cavalla (Talakitok)",.,.,25.2,-11.9,21.4,-6.1,-7.4,5.8,-9.1,0.2,28.0,1.6,-3.7,24.5,-13.9,174.7,-64.9,-23.3,27.5,4.9,-2.7,-7.6
"Current Prices","..Spanish mackerel (Tanigue)",.,.,35.5,-5.7,-39.9,-3.1,-39.7,-19.8,-10.6,17.1,14.5,7.2,37.1,19.4,52.0,-36.3,-6.8,-52.0,18.7,-44.4,-5.4,32.8
"Current Prices","..Grouper (Lapu-lapu)",.,.,-54.3,-1.8,201.9,16.8,-16.6,8.9,42.3,-6.6,-16.6,75.6,-2.5,-21.0,6.9,134.8,-70.6,-78.5,100.2,1.0,47.2,-34.4
"Current Prices","..Seaweed",.,.,..,..,..,-69.5,96.3,102.6,27.9,64.6,35.9,-3.9,-95.2,612.1,244.2,-75.8,-36.6,24.9,579.1,-13.4,-34.5,-72.1
"Current Prices","..P. vannamei",.,.,..,..,..,..,..,..,..,..,78.2,7.2,-29.0,40.0,-11.4,162.4,50.3,43.3,65.0,-28.6,38.3,45.7
"Current Prices","..Other Fisheries",.,.,14.9,16.6,53.3,-25.4,3.7,-42.4,2.4,-10.4,3.8,35.8,23.3,-5.1,-9.4,11.3,-22.1,2.6,-12.9,-50.5,55.0,53.6
"Current Prices","AGRICULTURE",.,.,8.5,28.5,0.5,13.1,16.4,20.8,-4.6,9.8,13.7,3.9,6.3,6.7,-8.4,-5.2,12.0,7.1,-3.7,1.1,7.2,8.9
"Constant 2018 Prices","CROPS",.,.,1.7,8.4,2.3,7.0,6.5,4.0,-0.1,-3.2,5.4,4.0,4.7,1.5,-5.1,-10.1,10.3,2.5,-6.0,1.5,1.5,-2.6
"Constant 2018 Prices","..Palay",.,.,-3.4,7.0,-0.6,5.1,3.5,4.1,-0.5,-3.6,5.0,2.2,6.0,1.3,-5.4,-7.0,9.9,1.8,-11.6,6.5,1.1,-2.7
"Constant 2018 Prices","..Corn",.,.,-1.7,17.8,-6.4,13.4,3.3,-0.5,2.6,-7.2,10.0,2.6,8.7,2.5,-7.4,-7.7,9.9,-2.1,-10.0,0.1,-0.3,-4.8
"Constant 2018 Prices","..Banana",.,.,11.4,8.5,19.3,10.3,12.6,6.7,2.5,1.9,4.9,5.5,2.6,1.5,-3.7,-11.6,13.9,3.5,-2.1,-2.4,1.7,-1.1
"Constant 2018 Prices","..Pineapple",.,.,0.5,1.3,2.8,2.0,23.8,13.6,-3.7,-7.6,-2.3,0.7,0.8,-0.2,-1.2,-3.5,3.3,2.0,0.3,0.7,0.4,-0.9
"Constant 2018 Prices","..Coconut",.,.,4.7,-2.1,-0.6,4.0,5.5,1.8,2.9,-3.4,1.8,12.0,5.6,3.0,8.2,-17.4,-2.1,21.1,2.2,0.1,4.4,1.3
"Constant 2018 Prices","..Rubber",.,.,11.3,65.4,1.1,29.4,20.9,4.4,-6.7,-2.0,6.0,6.8,1.9,0.6,-27.4,-18.9,44.1,4.9,-1.3,-10.5,5.6,-6.9
"Constant 2018 Prices","..Coffee",.,.,3.8,4.7,30.6,-0.5,0.3,-0.4,2.0,0.8,-1.2,1.6,3.7,-3.1,-3.7,-6.9,-11.9,-10.0,3.3,5.0,-2.7,-0.2
"Constant 2018 Prices","..Mango",.,.,7.2,-3.9,3.8,-19.1,18.0,-7.1,12.9,4.9,-7.0,2.1,3.1,8.5,-1.9,-20.0,1.9,9.8,14.3,8.1,-1.7,-5.6
"Constant 2018 Prices","..Sugarcane",.,.,20.3,-36.7,-18.9,8.4,7.3,60.7,-29.5,-22.6,62.5,9.8,-18.5,-13.9,7.5,-35.7,56.5,-13.9,-9.2,27.7,18.4,-16.8
"Constant 2018 Prices","..Papaya",.,.,5.6,12.7,35.0,40.7,7.2,23.7,2.1,4.8,4.8,3.1,-0.4,2.0,-1.5,-11.7,5.7,3.2,-3.5,1.4,0.8,-3.3
"Constant 2018 Prices","..Oil Palm (fresh fruit bunch)",.,.,4.1,2.8,1.1,4.5,15.2,13.7,9.5,4.6,13.0,8.5,9.6,8.8,5.3,-7.0,14.1,14.3,1.5,-5.0,7.0,9.8
"Constant 2018 Prices","..Cassava",.,.,16.1,3.7,170.6,-3.2,12.5,-2.7,-1.7,10.4,25.6,10.3,87.8,35.6,-6.1,-8.2,-1.1,-8.4,-6.4,-5.0,7.6,4.2
"Constant 2018 Prices","..Eggplant",.,.,10.5,9.0,6.0,14.1,4.2,-2.6,6.2,-1.9,2.8,4.4,-4.3,3.2,-7.9,-1.0,4.9,-2.1,0.4,1.2,-4.2,5.2
"Constant 2018 Prices","..Calamansi",.,.,2.1,5.6,4.1,4.2,6.1,-4.2,-1.0,3.0,1.6,3.4,3.4,2.9,-2.8,-32.0,8.8,-2.2,-6.1,-4.0,1.1,-8.5
"Constant 2018 Prices","..Durian",.,.,21.0,45.1,23.3,-13.2,34.4,-23.0,33.8,15.8,8.2,5.7,21.4,5.6,1.9,-28.5,-26.2,59.9,-0.1,-11.3,-10.8,-20.4
"Constant 2018 Prices","..Tomato",.,.,0.3,4.0,3.8,0.9,2.5,-0.4,1.7,-1.0,2.2,2.8,-7.3,4.4,0.7,2.5,-2.7,-0.2,1.5,0.4,-9.1,4.2
"Constant 2018 Prices","..Asparagus",.,.,19.7,45.2,13.1,-13.5,-33.0,-16.8,-40.2,-34.9,-25.7,19.4,-21.8,-8.5,-6.7,-20.9,-12.9,-13.7,-19.9,-20.5,-18.3,-30.3
"Constant 2018 Prices","..Abaca",.,.,83.8,-17.2,6.1,-18.1,2.5,2.0,8.0,3.5,6.0,4.4,4.1,10.0,0.3,-2.3,3.5,5.9,3.6,2.1,5.2,-2.2
"Constant 2018 Prices","..Pomelo",.,.,8.5,8.6,20.9,-2.1,8.8,7.8,19.4,15.4,4.7,2.2,3.4,7.1,14.7,-7.5,-0.4,14.5,-2.1,1.3,6.5,58.1
"Constant 2018 Prices","..Mangosteen",.,.,6.5,236.5,36.8,-83.5,911.9,-99.3,418.2,3803.6,-98.6,3029.6,89.8,18.6,-22.6,-33.8,-96.8,3528.4,3.4,-10.1,-72.6,-12.9
"Constant 2018 Prices","..Cacao",.,.,-3.1,-8.3,-5.4,-7.4,-12.1,-3.5,-4.5,-7.6,-0.9,1.7,6.9,18.1,11.0,-10.2,17.3,63.7,6.0,19.4,11.1,13.8
"Constant 2018 Prices","..Avocado",.,.,3.9,3.4,7.3,-4.5,1.7,1.3,2.2,-3.4,11.5,3.6,14.6,6.9,4.0,-9.3,7.5,-1.0,2.0,1.7,8.9,9.1
"Constant 2018 Prices","..Other Crops",.,.,-4.4,-14.7,-2.9,-6.4,2.1,-2.4,1.3,1.8,-3.1,1.4,1.3,-0.5,-9.2,-12.3,-0.8,0.0,-1.3,-0.1,4.7,1.8
"Constant 2018 Prices","LIVESTOCK",.,.,4.6,-0.2,2.7,2.2,4.8,10.0,1.3,2.6,-0.6,-0.5,0.2,0.6,-1.0,0.0,-0.9,-1.6,4.2,-2.8,0.9,1.2
"Constant 2018 Prices","..Hog",.,.,5.6,-0.1,5.0,2.4,4.7,11.4,1.5,2.3,-1.1,0.2,0.2,1.3,-1.2,0.6,-1.1,-0.4,6.2,-1.4,1.5,2.0
"Constant 2018 Prices","..Cattle",.,.,2.2,-4.8,-3.1,-3.6,6.9,13.7,3.9,8.2,4.1,-3.6,0.1,-3.4,7.1,-1.7,-1.3,-7.5,-4.4,-8.7,-0.9,-0.9
"Constant 2018 Prices","..Carabao",.,.,-1.9,1.3,-12.5,0.2,2.3,-3.5,-0.9,5.9,-1.5,-2.6,1.7,-1.5,-11.8,-0.4,-0.2,-2.4,-1.0,-9.5,-3.6,-4.0
"Constant 2018 Prices","..Goat",.,.,7.1,5.6,7.3,14.1,5.2,2.2,-3.3,-8.5,-1.1,-1.7,-2.0,1.2,-3.8,-4.9,2.5,-5.9,-4.6,-8.7,-3.7,-5.3
"Constant 2018 Prices","POULTRY",.,.,-4.1,5.2,3.7,-6.0,4.9,3.2,-7.0,2.1,12.5,6.3,3.9,3.1,-3.3,9.7,15.4,20.4,4.8,5.0,3.7,17.3
"Constant 2018 Prices","..Chicken",.,.,-4.2,3.0,5.3,-6.7,7.9,1.5,-8.5,4.0,16.7,9.2,5.2,6.0,-1.7,5.7,7.1,15.9,5.9,8.6,6.8,21.8
"Constant 2018 Prices","..Duck",.,.,-3.7,6.7,-1.5,-20.6,-7.5,3.4,-1.6,-5.4,2.4,-0.9,1.1,-7.2,-1.6,19.1,-12.3,17.5,3.1,-1.3,0.8,5.0
"Constant 2018 Prices","..Chicken Eggs",.,.,-6.7,12.5,5.4,12.1,9.4,10.1,-2.9,2.5,3.9,-1.4,-0.9,-1.1,-6.0,28.2,73.0,37.6,5.0,-0.5,-4.3,8.8
"Constant 2018 Prices","..Duck Eggs",.,.,-1.4,9.9,-2.1,-6.2,-10.0,4.0,-7.7,-5.8,4.0,2.8,3.1,-9.4,-19.4,11.4,5.7,7.9,-11.1,-14.5,0.1,-11.3
"Constant 2018 Prices","FISHERIES",.,.,22.2,11.3,-11.5,5.5,12.4,9.0,-9.1,-6.6,-10.9,15.2,0.3,12.7,1.4,-11.2,17.2,0.8,-10.2,-1.8,-11.0,10.6
"Constant 2018 Prices","..Skipjack (Gulyasan)",.,.,107.6,23.4,18.9,50.8,7.2,53.7,10.2,-13.4,-17.9,17.4,4.9,16.1,3.8,-4.8,19.9,6.2,3.4,-1.7,-7.7,0.5
"Constant 2018 Prices","..Bigeye tuna (Tambakol/Bariles)",.,.,67.7,4.1,-17.6,37.1,38.5,-82.1,-38.6,-31.7,-28.3,26.0,-1.5,31.2,-38.4,551.5,649.9,24.8,-98.4,39.2,-21.6,-7.9
"Constant 2018 Prices","..Yellowfin tuna (Tambakol/Bariles)",.,.,67.7,4.1,-17.6,-7.3,49.2,71.3,-37.6,-9.6,-18.2,33.9,4.2,28.3,14.9,-44.0,11.2,-20.6,14.2,-0.7,-47.2,16.6
"Constant 2018 Prices","..Tilapia",.,.,6.9,8.2,-8.5,7.4,5.4,-0.8,7.2,-2.0,6.1,-3.5,-8.0,2.2,-16.4,-9.6,-5.7,8.1,-13.1,-2.9,56.2,-5.3
"Constant 2018 Prices","..Roundscad (Galunggong)",.,.,17.2,-33.6,-25.9,-17.9,6.8,0.8,3.7,17.9,10.0,-3.6,-29.1,5.3,-9.8,8.6,-10.5,-15.9,-9.9,140.1,-30.0,44.6
"Constant 2018 Prices","..Frigate tuna (Tulingan)",.,.,18.2,46.4,-44.6,-2.5,-0.5,-66.4,-44.0,14.5,-41.4,48.3,-11.7,15.3,-9.7,91.8,-47.7,-21.6,-24.5,-47.9,-16.6,0.7
"Constant 2018 Prices","..Milkfish (Bangus)",.,.,26.0,5.2,-0.5,5.7,5.1,2.5,-1.4,-1.7,6.3,-2.1,-4.7,-6.3,-25.4,-40.2,-13.1,-30.1,-35.0,56.1,-17.3,-53.8
"Constant 2018 Prices","..Mudfish (Dalag)",.,.,11.8,35.5,2.4,19.2,24.5,23.5,17.3,-8.0,13.4,2.8,-3.0,3.9,-4.1,-8.5,2.4,-2.5,-17.8,-10.2,5.9,-4.9
"Constant 2018 Prices","..Big-eyed scad (Matangbaka)",.,.,-28.2,-8.7,-21.7,-16.5,5.1,-32.4,42.5,16.6,10.2,-1.0,2.6,11.1,-30.2,-3.5,-3.7,-12.0,-17.0,-48.7,45.1,304.6
"Constant 2018 Prices","..Squid (Pusit)",.,.,-46.3,-11.6,109.5,-9.1,-7.9,-37.1,102.4,12.8,2.8,26.3,-3.1,6.4,2.6,-26.5,-3.7,35.4,-3.6,-48.3,4.2,-12.7
"Constant 2018 Prices","..Carp (Carpa)",.,.,1.3,25.1,-8.5,16.5,23.4,23.3,15.7,-15.5,3.7,0.4,-9.3,-3.1,-1.0,-1.7,-18.7,7.0,-15.1,-29.5,19.6,62.3
"Constant 2018 Prices","..Catfish (Hito/Kanduli)",.,.,23.5,9.9,13.7,25.8,13.5,13.8,21.1,-12.7,0.7,1.2,14.9,9.9,1.0,8.3,-9.1,3.1,-9.8,-30.7,22.2,0.6
"Constant 2018 Prices","..Flying fish (Bolador)",.,.,9.9,-24.5,-51.2,66.9,-21.8,-19.8,8.1,17.5,-9.7,3.4,0.8,-9.7,-28.9,-16.3,-21.8,-3.6,-2.1,-13.1,-7.8,28.0
"Constant 2018 Prices","..Anchovies (Dilis)",.,.,-84.8,-41.6,-6.8,10.3,-60.8,804.4,-58.7,-38.0,31.1,99.9,-25.3,-2.1,-69.1,-25.7,33.9,111.8,-72.1,-50.6,-69.6,546.1
"Constant 2018 Prices","..Bali sardinella (Tamban)",.,.,-41.5,-46.8,13.6,-38.8,187.5,-17.3,-60.2,30.6,-8.7,-29.0,12.1,-8.3,-26.4,14.3,38.2,-62.7,17.3,-61.9,-50.1,593.5
"Constant 2018 Prices","..Cavalla (Talakitok)",.,.,4.5,-22.7,40.6,-14.0,-12.5,-1.2,-11.9,-1.4,9.0,-17.2,-4.2,19.8,-17.8,208.6,-65.2,-24.7,-1.5,8.6,-17.5,-15.1
"Constant 2018 Prices","..Spanish mackerel (Tanigue)",.,.,5.9,-12.6,-37.4,-9.0,-42.3,-25.0,-15.9,16.0,3.6,-10.3,22.6,16.2,42.9,-25.6,-7.5,-54.5,13.6,-46.5,-19.3,55.7
"Constant 2018 Prices","..Grouper (Lapu-lapu)",.,.,-53.2,-24.8,262.5,14.0,-16.4,3.9,24.2,-11.9,-20.7,25.2,-6.7,-22.8,-3.9,138.1,-69.2,-78.0,63.0,6.7,18.2,-23.1
"Constant 2018 Prices","..Seaweed",.,.,..,..,..,-84.6,126.0,129.5,40.8,24.1,36.1,12.9,-95.9,599.9,149.0,-80.1,-48.9,-9.9,722.9,-10.6,-40.2,-63.5
"Constant 2018 Prices","..P. vannamei",.,.,..,..,..,..,..,..,..,..,66.2,6.5,-19.8,21.1,-10.8,152.6,49.2,21.7,76.2,-19.5,29.9,34.7
"Constant 2018 Prices","..Other Fisheries",.,.,-10.3,19.0,66.2,-24.8,2.2,-51.9,-4.3,2.6,-1.8,15.0,11.9,-19.0,2.7,15.9,-31.7,-13.9,-20.0,-47.3,34.6,57.8
"Constant 2018 Prices","AGRICULTURE",.,.,5.3,7.6,-0.4,5.4,7.3,5.7,-2.0,-2.8,2.0,5.2,3.3,3.3,-3.4,-8.1,10.3,2.7,-4.8,0.6,-0.6,1.6
