# Volume of Rice and Corn Quarterly, in metric tons, read this using read_csv_to_df

Commodity,Geolocation,1987 Q1,1987 Q2,1987 Q3,1987 Q4,1988 Q1,1988 Q2,1988 Q3,1988 Q4,1989 Q1,1989 Q2,1989 Q3,1989 Q4,1990 Q1,1990 Q2,1990 Q3,1990 Q4,1991 Q1,1991 Q2,1991 Q3,1991 Q4,1992 Q1,1992 Q2,1992 Q3,1992 Q4,1993 Q1,1993 Q2,1993 Q3,1993 Q4,1994 Q1,1994 Q2,1994 Q3,1994 Q4,1995 Q1,1995 Q2,1995 Q3,1995 Q4,1996 Q1,1996 Q2,1996 Q3,1996 Q4,1997 Q1,1997 Q2,1997 Q3,1997 Q4,1998 Q1,1998 Q2,1998 Q3,1998 Q4,1999 Q1,1999 Q2,1999 Q3,1999 Q4,2000 Q1,2000 Q2,2000 Q3,2000 Q4,2001 Q1,2001 Q2,2001 Q3,2001 Q4,2002 Q1,2002 Q2,2002 Q3,2002 Q4,2003 Q1,2003 Q2,2003 Q3,2003 Q4,2004 Q1,2004 Q2,2004 Q3,2004 Q4,2005 Q1,2005 Q2,2005 Q3,2005 Q4,2006 Q1,2006 Q2,2006 Q3,2006 Q4,2007 Q1,2007 Q2,2007 Q3,2007 Q4,2008 Q1,2008 Q2,2008 Q3,2008 Q4,2009 Q1,2009 Q2,2009 Q3,2009 Q4,2010 Q1,2010 Q2,2010 Q3,2010 Q4,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4
Palay,....Lanao del Sur,6872.00,12358.00,16095.00,16917.00,10989.00,11711.00,24018.00,23345.00,11816.00,736.00,24500.00,11445.00,11822.00,830.00,21472.00,42910.00,15482.00,0.00,27551.00,1475.00,14289.00,430.00,18990.00,9222.00,14488.00,1155.00,24019.00,9224.00,21565.00,1551.00,36400.00,41200.00,17695.00,5670.00,32045.00,44577.00,10033.00,4794.00,44578.00,34100.00,14570.00,6441.00,41443.00,34742.00,13960.00,5200.00,28670.00,35768.00,15137.00,10775.00,31558.00,35385.00,17305.00,10182.00,32155.00,33923.00,24877.00,21348.00,51853.00,66314.00,11234.00,30322.00,46140.00,66376.00,14700.00,30420.00,52082.00,68410.00,17290.00,32370.00,42786.00,33279.00,22020.00,38700.00,37220.00,36580.00,22980.00,41185.00,40660.00,39580.00,23120.00,40040.00,62140.00,49382.00,19366.00,49817.00,75097.00,46016.00,29990.00,49818.00,50204.00,45667.00,39641.00,37987.00,51567.00,48565.00,28605.00,41964.00,50383.00,49998.00,34599.00,46471.00,60999.00,44611.00,33628.00,49810.00,49643.00,56772.00,31279.00,33755.00,47770.00,51313.00,26686.00,29985.00,42933.00,49750.00,22557.00,19238.00,42933.00,52938.00,36184.00,35851.00,56689.00,52938.00,31421.00,29504.00,58265.00,80774.00,38686.00,36532.00,63595.00,51227.00,37950.00,35804.91,71233.67,72690.23,37923.20,35895.18,71920.68,73642.00,39218.56,36860.00,73766.48,73620.00,39521.67,37206.91,76442.61,73927.31
Palay,....Maguindanao,25665.00,1645.00,21806.00,40629.00,36433.00,3455.00,31352.00,64246.00,33330.00,9019.00,37564.00,78734.00,24982.00,7707.00,31121.00,49627.00,11903.00,2086.00,27669.00,19466.00,4567.00,24.00,34877.00,28804.00,9025.00,9655.00,40180.00,51751.00,46771.00,29209.00,82764.00,57075.00,28288.00,23800.00,103400.00,60700.00,46327.00,36255.00,62303.00,76758.00,37259.00,48517.00,60770.00,47700.00,11280.00,15846.00,42268.00,62070.00,37037.00,34180.00,107418.00,64131.00,52784.00,38579.00,76860.00,73336.00,41664.00,36376.00,114268.00,76853.00,44630.00,41137.00,103392.00,69553.00,33108.00,30000.00,131103.00,30011.00,51670.00,73834.00,140347.00,89204.00,42875.00,75150.00,170390.00,112031.00,88495.00,118620.00,140006.00,53452.00,188673.00,37190.00,172234.00,35669.00,172755.00,67323.00,140980.00,51531.00,156541.00,65926.00,138053.00,36199.00,174112.00,88398.00,128889.00,45558.00,107468.00,90460.00,72589.00,127580.00,100613.00,85564.00,98431.00,63515.00,101740.00,71099.00,76755.00,164466.00,155041.00,47903.00,85785.00,97805.00,112460.00,44522.00,71301.00,104975.00,99086.00,16878.00,174456.00,112116.00,130590.00,39212.00,132701.00,89421.00,131699.00,52314.00,156695.00,92488.50,131553.00,65479.54,173271.36,110409.30,158795.80,51127.60,175651.79,120341.00,271774.57,54695.60,180338.00,116041.90,223147.00,81515.55,181654.58,113977.00,222502.00,83614.07,199645.00,115834.83
Palay,....Sulu,0.00,0.00,8676.00,0.00,0.00,0.00,9370.00,0.00,0.00,0.00,9633.00,0.00,0.00,0.00,9743.00,0.00,0.00,0.00,9345.00,0.00,0.00,0.00,8903.00,0.00,0.00,0.00,9330.00,0.00,0.00,0.00,7337.00,0.00,0.00,0.00,9096.00,0.00,0.00,0.00,9750.00,0.00,0.00,0.00,8445.00,0.00,0.00,0.00,5138.00,0.00,0.00,0.00,6062.00,0.00,0.00,0.00,5810.00,0.00,0.00,0.00,4938.00,0.00,0.00,0.00,4485.00,0.00,0.00,0.00,4212.00,0.00,0.00,0.00,3850.00,0.00,0.00,0.00,3750.00,0.00,0.00,0.00,3435.00,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,3450.00,0.00,0.00,0.00,3202.00,0.00,0.00,0.00,2925.00,0.00,0.00,0.00,2622.00,0.00,0.00,0.00,2945.00,0.00,0.00,0.00,2349.00,0.00,0.00,0.00,2050.00,0.00,0.00,0.00,2402.00,0.00,0.00,0.00,1850.00,0.00,0.00,0.00,2456.00,0.00,0.00,0.00,3170.00,0.00,0.00,0.00,2646.00,0.00,0.00,0.00,880.00,0.00,0.00,0.00,974.00,940.00,0.00,0.00,545.96,507.00,0.00,0.00,0.00,490.00
Palay,....Tawi-tawi,0.00,0.00,3200.00,0.00,0.00,0.00,3504.00,0.00,0.00,0.00,3504.00,0.00,0.00,0.00,3504.00,0.00,0.00,0.00,3504.00,0.00,0.00,0.00,3504.00,0.00,0.00,0.00,3504.00,0.00,0.00,0.00,3504.00,538.00,0.00,0.00,1580.00,336.00,0.00,0.00,2380.00,242.00,0.00,0.00,2672.00,231.00,0.00,0.00,1745.00,661.00,0.00,0.00,2417.00,403.00,0.00,0.00,1981.00,305.00,0.00,0.00,1629.00,301.00,0.00,0.00,1563.00,293.00,0.00,0.00,1987.00,0.00,0.00,0.00,2563.00,0.00,0.00,0.00,2426.00,201.00,0.00,0.00,2100.00,519.00,0.00,0.00,801.00,155.00,0.00,0.00,899.00,0.00,0.00,0.00,680.00,164.00,0.00,0.00,693.00,268.00,0.00,0.00,848.00,110.00,0.00,0.00,751.00,145.00,0.00,0.00,530.00,113.00,0.00,0.00,463.00,186.00,0.00,0.00,292.00,199.00,0.00,0.00,200.00,78.00,0.00,0.00,175.00,78.00,0.00,0.00,0.00,35.00,0.00,0.00,211.00,38.94,0.00,0.00,293.87,51.00,0.00,0.00,294.00,30.00,0.00,0.00,314.00,24.00,0.00,0.00,487.00,29.00
Corn,PHILIPPINES,731116.00,248244.00,1735770.00,1562989.00,770750.00,312361.00,2034713.00,1310127.00,820423.00,356287.00,1906071.00,1439414.00,704815.00,362054.00,2268647.00,1518375.00,916069.00,398634.00,1848197.00,1492126.00,891591.00,257953.00,2050666.00,1418644.00,925172.00,416255.00,1767806.00,1688744.00,971047.00,597681.00,1787646.00,1162872.00,1039145.00,543446.00,1771531.00,774388.00,1043589.00,734490.00,1500194.00,873059.00,1022639.00,820107.00,1603730.00,885941.00,782532.00,256502.00,1824947.00,959203.00,1267864.00,842477.00,1609163.00,865089.00,1008313.00,966402.00,1584838.00,951551.00,1077219.00,878030.00,1617197.00,952566.00,1108830.00,825909.00,1526373.00,858150.00,1353335.00,693965.00,1443313.00,1125012.00,1534304.00,801310.00,1938876.00,1138896.00,1252789.00,720474.00,2202723.00,1077174.00,1529453.00,1075034.00,2227596.00,1250026.00,1704268.00,1048298.00,2538638.00,1445736.00,1992762.00,1299964.00,2255864.00,1379635.00,1924900.00,1293162.00,2372571.00,1443400.00,1602262.00,812901.00,2318458.00,1643175.00,1914675.00,1394764.00,2179446.00,1482336.00,2017630.18,1451348.13,2431440.10,1506649.94,2248311.21,1075214.27,2600615.82,1453152.00,2278186.46,1201557.54,2448626.94,1842231.80,2368531.73,1012241.40,2406989.24,1730993.35,1916944.77,910998.60,2662444.43,1728428.75,2366293.50,1329816.65,2589455.49,1629342.85,2476573.00,1284296.15,2205420.18,1805629.30,2425220.91,1172190.70,2723108.68,1658324.26,2296040.91,1352562.92,2817374.88,1652567.18,2446331.60,1422875.00,2292133.80,2125850.73,2441390.95,1484641.06,2349526.23,1980051.44,2519216.82,1473476.69,2466968.31,1945342.47
Corn,..CORDILLERA ADMINISTRATIVE REGION (CAR),8229.00,461.00,12465.00,933.00,12883.00,861.00,14433.00,0.00,11878.00,288.00,12358.00,0.00,10557.00,230.00,14268.00,0.00,12386.00,120.00,8251.00,0.00,16049.00,85.00,14542.00,60.00,12984.00,81.00,15336.00,6.00,14993.00,117.00,17934.00,10.00,12406.00,2866.00,20168.00,334.00,13171.00,3236.00,17885.00,241.00,12182.00,4818.00,24042.00,868.00,8887.00,1923.00,29260.00,228.00,21179.00,4074.00,40691.00,1061.00,24365.00,4364.00,42529.00,1157.00,45079.00,11742.00,34889.00,1842.00,40172.00,12129.00,34239.00,7071.00,36289.00,14806.00,22437.00,10630.00,36728.00,17347.00,38122.00,14085.00,44465.00,13383.00,48787.00,23829.00,56212.00,20737.00,55767.00,27393.00,58035.00,17083.00,70070.00,30394.00,76137.00,24085.00,75367.00,20832.00,76490.00,29777.00,76641.00,18865.00,47017.00,10526.00,92471.00,22181.00,79118.00,26669.00,89355.00,23646.00,82063.00,26615.00,90320.00,26137.00,79182.00,31116.00,97986.00,33790.00,88883.00,28621.00,99156.00,27916.00,93172.00,32136.00,86918.00,25597.00,68719.00,22611.00,86486.00,21539.00,73185.00,41172.00,97849.00,30644.00,64900.00,47181.00,47530.00,47828.20,59408.50,36269.48,68158.85,68513.75,65704.29,44359.84,65258.93,69227.41,41982.28,45345.15,47470.90,81268.14,40497.49,51189.68,47241.49,51862.19,41890.18,44922.59,38201.78,46756.99
Corn,....Abra,725.00,35.00,6695.00,0.00,910.00,90.00,6669.00,0.00,977.00,0.00,5864.00,0.00,862.00,0.00,5966.00,0.00,963.00,0.00,5749.00,0.00,833.00,0.00,5392.00,0.00,558.00,0.00,5491.00,0.00,387.00,0.00,5608.00,0.00,405.00,0.00,5830.00,0.00,459.00,0.00,5970.00,0.00,499.00,0.00,6298.00,0.00,513.00,0.00,6242.00,0.00,504.00,0.00,7277.00,0.00,572.00,0.00,8070.00,0.00,599.00,0.00,6419.00,0.00,627.00,0.00,7232.00,0.00,589.00,0.00,7002.00,0.00,623.00,0.00,6826.00,0.00,766.00,0.00,7901.00,0.00,801.00,0.00,9598.00,0.00,832.00,0.00,9612.00,0.00,1460.00,0.00,7778.00,0.00,2497.00,0.00,9240.00,0.00,2542.00,0.00,9560.00,0.00,2618.00,0.00,13223.00,0.00,2651.00,0.00,13488.00,0.00,2673.00,0.00,13480.00,0.00,2723.00,0.00,13895.00,0.00,2666.00,0.00,13504.00,0.00,2694.00,0.00,13458.00,0.00,2633.00,0.00,13629.00,0.00,2678.00,0.00,13489.00,0.00,2681.00,0.00,13528.00,0.00,2976.00,0.00,15408.00,0.00,3063.00,0.00,15408.00,0.00,3147.00,0.00,13610.00,0.00,3276.00,0.00,12299.00,0.00
Corn,....Apayao,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3456.00,0.00,956.00,0.00,2101.00,1563.00,1329.00,143.00,2577.00,1773.00,1046.00,103.00,2107.00,2645.00,1524.00,376.00,915.00,1060.00,1645.00,97.00,1722.00,2247.00,1729.00,462.00,3122.00,2149.00,1948.00,570.00,6383.00,6618.00,1154.00,643.00,3854.00,9213.00,700.00,1970.00,999.00,9298.00,1087.00,7683.00,4136.00,10418.00,3146.00,10718.00,3988.00,10946.00,2745.00,10320.00,3081.00,13114.00,3187.00,11376.00,3360.00,6515.00,2122.00,15770.00,3232.00,10461.00,599.00,2870.00,1224.00,12911.00,821.00,2889.00,1184.00,8054.00,1159.00,6269.00,1195.00,11698.00,890.00,9163.00,1826.00,12240.00,994.00,10941.00,2238.00,14579.00,1054.00,14877.00,2700.00,16316.00,1342.00,11853.00,2741.00,16914.00,1580.00,10650.00,2697.00,17846.00,1663.00,7117.00,2724.00,18671.00,1665.00,12926.00,2392.00,16162.00,2706.00,5021.00,3900.50,9127.00,5512.90,7200.75,3826.40,18204.00,8064.00,7434.50,1978.00,16825.00,5511.76,7240.36,1858.49,14264.65,6332.44,5469.05,1258.42,13488.58,930.78,1327.67
Corn,....Benguet,0.00,340.00,615.00,0.00,0.00,379.00,620.00,0.00,0.00,288.00,720.00,0.00,0.00,230.00,446.00,0.00,0.00,120.00,460.00,0.00,0.00,85.00,118.00,0.00,0.00,81.00,160.00,0.00,0.00,117.00,128.00,10.00,13.00,38.00,110.00,9.00,12.00,28.00,110.00,7.00,8.00,32.00,97.00,7.00,7.00,5.00,27.00,6.00,6.00,7.00,43.00,6.00,6.00,7.00,38.00,9.00,5.00,7.00,33.00,7.00,6.00,7.00,33.00,7.00,3.00,7.00,33.00,7.00,4.00,7.00,30.00,7.00,4.00,7.00,33.00,7.00,4.00,7.00,33.00,7.00,4.00,8.00,33.00,5.00,0.00,6.00,26.00,6.00,0.00,6.00,26.00,6.00,0.00,6.00,26.00,6.00,0.00,3.00,25.00,6.00,0.00,3.00,25.00,6.00,0.00,3.00,25.00,8.00,0.00,4.00,25.00,8.00,0.00,4.00,25.00,8.00,0.00,4.00,26.00,12.00,0.00,5.00,26.00,9.00,210.00,5.00,74.00,59.20,220.00,102.48,71.95,59.00,220.40,102.84,87.90,66.42,220.75,108.15,88.00,69.64,251.00,108.40,79.56,66.14,232.00,106.00,63.20,64.60
Corn,....Ifugao,1520.00,0.00,3125.00,713.00,2176.00,0.00,4189.00,0.00,2266.00,0.00,3822.00,0.00,944.00,0.00,4865.00,0.00,2576.00,0.00,390.00,0.00,5103.00,0.00,4994.00,0.00,2621.00,0.00,5837.00,0.00,3059.00,0.00,7281.00,0.00,2648.00,0.00,8112.00,0.00,2742.00,0.00,5747.00,0.00,2818.00,0.00,7829.00,0.00,2248.00,0.00,11873.00,0.00,9012.00,0.00,21974.00,0.00,10602.00,0.00,22680.00,0.00,24604.00,0.00,18094.00,0.00,22383.00,0.00,17699.00,3460.00,24007.00,0.00,7231.00,0.00,18848.00,0.00,16311.00,0.00,18961.00,0.00,16995.00,0.00,25222.00,0.00,18864.00,0.00,27041.00,0.00,41391.00,2229.00,44205.00,1572.00,40420.00,2741.00,35714.00,5240.00,39830.00,2727.00,34175.00,1828.00,45624.00,2658.00,40339.00,5134.00,45571.00,2803.00,43521.00,4141.00,46305.00,3216.00,43265.00,5317.00,53427.00,4440.00,55051.00,5317.00,54621.00,4420.00,55615.00,5296.00,43984.00,6763.00,38457.00,0.00,48411.00,6397.00,40731.00,7099.00,49409.00,6301.00,42489.00,6834.00,14777.00,33972.00,33472.00,11811.00,23319.00,41126.00,39507.00,8009.00,18047.00,44219.52,14711.00,3982.00,17875.39,37143.00,15946.00,9669.63,14156.12,17935.00,17945.50,2596.32,13241.19,18001.00
Corn,....Kalinga,4294.00,86.00,1510.00,170.00,8064.00,392.00,2337.00,0.00,7176.00,0.00,1458.00,0.00,7354.00,0.00,2446.00,0.00,7524.00,0.00,800.00,0.00,5737.00,0.00,1883.00,60.00,6273.00,0.00,1240.00,6.00,4521.00,0.00,1221.00,0.00,2741.00,1265.00,1700.00,182.00,3377.00,1435.00,1338.00,131.00,2770.00,2141.00,1950.00,485.00,1207.00,858.00,2105.00,125.00,2227.00,1820.00,2205.00,593.00,4038.00,2208.00,2037.00,578.00,5088.00,5117.00,2210.00,1192.00,5354.00,2909.00,2679.00,1634.00,3005.00,5501.00,2254.00,2940.00,5117.00,6922.00,3118.00,3360.00,10896.00,2430.00,11371.00,13502.00,15683.00,7616.00,13291.00,16010.00,15950.00,10560.00,9472.00,9846.00,14246.00,11808.00,16435.00,12718.00,27601.00,9399.00,16529.00,11664.00,8572.00,125.00,25935.00,11480.00,28143.00,7524.00,19298.00,10540.00,28256.00,6593.00,18984.00,10333.00,25373.00,8486.00,18656.00,12429.00,23578.00,4386.00,17446.00,9565.00,25939.00,6152.00,15406.00,6274.00,20982.00,2819.00,17184.00,3160.00,21333.00,11015.00,24995.00,5733.00,11045.00,20044.00,8931.00,3326.00,15830.00,10158.00,16329.00,14157.00,13303.49,13345.00,13891.20,11582.00,16444.53,20062.00,846.00,29434.14,13439.00,22342.00,7154.00,21154.00,13475.50,23940.69,6201.00,20043.00
Corn,....Mountain Province,1690.00,0.00,520.00,50.00,1733.00,0.00,618.00,0.00,1459.00,0.00,494.00,0.00,1397.00,0.00,545.00,0.00,1323.00,0.00,852.00,0.00,4376.00,0.00,2155.00,0.00,3532.00,0.00,2608.00,0.00,3570.00,0.00,2740.00,0.00,4498.00,0.00,3087.00,0.00,4004.00,0.00,3674.00,0.00,3980.00,0.00,6344.00,0.00,3997.00,0.00,7368.00,0.00,7708.00,0.00,7463.00,0.00,6025.00,0.00,7756.00,0.00,8400.00,0.00,6979.00,0.00,7948.00,0.00,5896.00,0.00,7686.00,0.00,4830.00,0.00,8000.00,0.00,8691.00,0.00,9850.00,0.00,9742.00,0.00,11421.00,0.00,10794.00,0.00,10848.00,0.00,7440.00,2544.00,12994.00,238.00,10109.00,2497.00,9454.00,2221.00,10195.00,1579.00,544.00,513.00,10167.00,1768.00,6823.00,2310.00,10348.00,1134.00,5809.00,3638.00,10524.00,1641.00,5633.00,2731.00,11344.00,2036.00,4831.00,2598.00,11827.00,2070.00,6211.00,3770.00,12419.00,1902.00,3889.00,1942.00,5744.00,4853.00,5764.00,4382.00,8125.00,5675.00,6086.00,4136.00,7553.00,5450.00,3305.00,5071.00,9398.00,5971.00,5871.00,4699.00,9760.83,5924.97,5565.00,4368.00,7741.75,7381.00,5856.00,4805.00,5909.37,7238.00,5702.76,4791.00,5466.61,7320.72
Corn,..REGION I (ILOCOS REGION),41346.00,7899.00,6975.00,7610.00,51403.00,7446.00,8693.00,250.00,48343.00,9620.00,8811.00,110.00,66517.00,12085.00,9293.00,38.00,69423.00,10253.00,17093.00,12.00,41658.00,6323.00,17390.00,50.00,48426.00,7558.00,17229.00,349.00,63910.00,24853.00,19047.00,745.00,90106.00,35362.00,6964.00,2079.00,89761.00,57032.00,12731.00,3086.00,102928.00,76070.00,17482.00,3249.00,128439.00,61619.00,21122.00,3289.00,95306.00,64696.00,18296.00,2408.00,71628.00,82361.00,16561.00,2896.00,81729.00,85881.00,12251.00,2805.00,96321.00,68017.00,14288.00,3435.00,129439.00,49198.00,14252.00,3790.00,151604.00,54417.00,13465.00,4369.00,224319.00,54274.00,15576.00,6015.00,232403.00,65861.00,16510.00,5393.00,241794.00,68182.00,18960.00,6639.00,263735.00,74115.00,19124.00,6688.00,242528.00,90045.00,12851.00,5679.00,243467.00,100950.00,8039.00,5989.00,156708.00,217654.00,7621.00,5899.00,290980.00,129148.00,8112.00,6480.00,329707.00,101752.00,8720.00,7324.00,303388.00,156960.79,8571.00,7821.00,312396.00,161575.00,9432.00,7540.00,315992.00,173493.00,11003.00,7536.00,380415.00,156942.00,10858.00,8247.00,385287.00,158937.00,8737.00,7924.00,403957.00,154200.00,8983.00,7712.00,376542.00,168176.00,9203.00,9467.00,377675.99,174297.00,8919.16,10367.00,394071.09,170239.73,8581.00,12863.82,387213.06,188966.60,7129.14,11097.99
Corn,....Ilocos Norte,1128.00,732.00,3325.00,0.00,639.00,1810.00,3379.00,0.00,1021.00,1943.00,2318.00,0.00,1532.00,2786.00,2486.00,0.00,2838.00,2658.00,2700.00,12.00,826.00,3876.00,2496.00,0.00,1974.00,3887.00,3180.00,0.00,4561.00,10796.00,1731.00,106.00,6030.00,10754.00,2990.00,508.00,7392.00,12532.00,3399.00,550.00,13878.00,15826.00,6045.00,465.00,20770.00,5779.00,8595.00,460.00,24032.00,5948.00,6315.00,462.00,11375.00,9972.00,7035.00,591.00,20471.00,10702.00,5520.00,549.00,20320.00,10010.00,5455.00,587.00,24444.00,9553.00,5873.00,668.00,29403.00,10337.00,4397.00,923.00,31856.00,11712.00,5480.00,940.00,34926.00,13954.00,5502.00,1005.00,35175.00,14360.00,6522.00,920.00,35834.00,15160.00,6766.00,814.00,36418.00,14793.00,6105.00,1052.00,35013.00,13319.00,4133.00,1088.00,33544.00,13682.00,3849.00,1082.00,32852.00,15653.00,3477.00,1716.00,35746.00,14944.00,3280.00,1761.00,37473.00,16155.00,2982.00,1772.00,39158.00,16803.00,3154.00,1783.00,39652.00,16883.00,2363.00,2526.00,41090.00,16903.00,2062.00,2617.00,42882.00,17640.00,1424.00,2646.00,45004.00,15916.00,1431.00,2772.00,45466.00,16527.00,1426.00,3089.00,47118.99,14199.00,859.00,3319.00,46121.00,15878.04,671.00,3614.00,46569.65,17589.00,529.61,3737.00
Corn,....Ilocos Sur,2477.00,338.00,1050.00,95.00,2231.00,576.00,1169.00,85.00,4067.00,732.00,1260.00,0.00,6948.00,1208.00,1253.00,0.00,5662.00,303.00,1905.00,0.00,3201.00,438.00,1020.00,21.00,3467.00,721.00,935.00,59.00,3354.00,2215.00,2344.00,333.00,4975.00,3425.00,1000.00,1115.00,16082.00,3722.00,1687.00,1220.00,16697.00,1771.00,1431.00,906.00,16046.00,1656.00,1431.00,891.00,19511.00,4750.00,1314.00,594.00,17878.00,3269.00,1385.00,492.00,18455.00,4959.00,819.00,411.00,20355.00,4538.00,1041.00,537.00,23704.00,3690.00,694.00,620.00,26385.00,2048.00,1060.00,805.00,36764.00,3090.00,1316.00,865.00,39981.00,3338.00,1466.00,1164.00,45322.00,9392.00,1900.00,1640.00,48902.00,20228.00,2149.00,1193.00,42063.00,19783.00,1771.00,1055.00,36186.00,16054.00,1770.00,1331.00,37947.00,22176.00,2019.00,1437.00,41747.00,23548.00,2782.00,1370.00,38959.00,29059.00,3106.00,2143.00,41482.00,29267.00,3099.00,2660.00,43171.00,29912.00,3013.00,2615.00,44688.00,33054.00,3602.00,2421.00,47487.00,34369.00,4684.00,2945.00,60834.00,31809.00,3993.00,2840.00,70619.00,35083.00,4225.00,2747.00,59688.00,41497.00,4537.00,2884.00,57459.00,45698.00,4610.00,2969.00,64667.00,40355.00,4427.00,4957.00,70453.00,41695.00,2456.00,3253.00
Corn,....La Union,547.00,203.00,525.00,195.00,777.00,66.00,240.00,165.00,726.00,127.00,165.00,110.00,728.00,104.00,200.00,38.00,895.00,160.00,167.00,0.00,1029.00,247.00,168.00,0.00,750.00,100.00,76.00,150.00,1540.00,330.00,179.00,150.00,1830.00,766.00,235.00,300.00,2970.00,2676.00,210.00,970.00,5283.00,4002.00,278.00,938.00,4608.00,2646.00,325.00,810.00,2248.00,3955.00,807.00,648.00,3990.00,3385.00,1013.00,1067.00,4710.00,2822.00,392.00,1505.00,5109.00,2900.00,687.00,1860.00,7855.00,2750.00,996.00,2040.00,10296.00,4325.00,1148.00,2053.00,10474.00,4940.00,1216.00,2574.00,11236.00,5548.00,1303.00,1517.00,12360.00,5419.00,1311.00,2134.00,13742.00,4566.00,1375.00,1704.00,11633.00,6176.00,1206.00,1520.00,11261.00,4911.00,1268.00,1590.00,12307.00,8069.00,1259.00,1441.00,13267.00,10902.00,935.00,1291.00,18313.00,8232.00,917.00,1436.00,19668.00,9994.00,1132.00,1372.00,18513.00,10950.00,1445.00,1308.00,18599.00,10932.00,1158.00,955.00,23271.00,12898.00,1059.00,1212.00,26142.00,11084.00,525.00,1176.00,25740.00,11857.00,856.00,1132.00,26197.00,11496.00,735.00,1185.00,23470.00,11534.00,726.16,1064.00,25136.09,11638.69,733.00,1114.82,25157.41,11983.60,723.54,1141.99
Corn,....Pangasinan,37194.00,6626.00,2075.00,7320.00,47756.00,4994.00,3905.00,0.00,42529.00,6818.00,5068.00,0.00,57309.00,7987.00,5354.00,0.00,60028.00,7132.00,12321.00,0.00,36602.00,1762.00,13706.00,29.00,42235.00,2850.00,13038.00,140.00,54455.00,11512.00,14793.00,156.00,77271.00,20417.00,2739.00,156.00,63317.00,38102.00,7435.00,346.00,67070.00,54471.00,9728.00,940.00,87015.00,51538.00,10771.00,1128.00,49515.00,50043.00,9860.00,704.00,38385.00,65735.00,7128.00,746.00,38093.00,67398.00,5520.00,340.00,50537.00,50569.00,7105.00,451.00,73436.00,33205.00,6689.00,462.00,85520.00,37707.00,6860.00,588.00,145225.00,34532.00,7564.00,1636.00,146260.00,43021.00,8239.00,1707.00,148937.00,39011.00,9227.00,1945.00,165257.00,34161.00,8834.00,2977.00,152414.00,49293.00,3769.00,2052.00,161007.00,66666.00,868.00,1980.00,72910.00,173727.00,494.00,1939.00,203114.00,79045.00,918.00,2103.00,236689.00,49517.00,1417.00,1984.00,204765.00,101544.79,1358.00,2017.00,211554.00,103910.00,1820.00,1834.00,213053.00,112624.00,3880.00,1634.00,268567.00,92772.00,3053.00,1473.00,255429.00,98404.00,2795.00,1262.00,262594.00,91344.00,2471.00,1061.00,245191.00,98656.00,2505.00,2309.00,249628.00,102866.00,2724.00,3015.00,258147.00,102368.00,2750.00,3178.00,245033.00,117699.00,3420.00,2966.00
Corn,..REGION II (CAGAYAN VALLEY),137132.00,10713.00,220700.00,29972.00,175043.00,12062.00,234195.00,16867.00,195190.00,18263.00,224089.00,11150.00,164781.00,28222.00,341688.00,16149.00,289270.00,42995.00,80216.00,53314.00,332574.00,20261.00,245255.00,49998.00,217863.00,31778.00,148845.00,44835.00,107782.00,106978.00,280190.00,11428.00,233196.00,30545.00,326037.00,15092.00,102291.00,130181.00,209484.00,24272.00,178898.00,165278.00,300644.00,25001.00,219163.00,13893.00,323286.00,14866.00,376443.00,180842.00,443899.00,28679.00,227154.00,254014.00,408847.00,61889.00,281564.00,229731.00,344465.00,51417.00,312571.00,195012.00,267088.00,57740.00,469600.00,110406.00,71737.00,172310.00,527897.00,132089.00,418179.00,120229.00,184764.00,139399.00,398982.00,46361.00,283690.00,287073.00,439059.00,209560.00,446978.00,271089.00,380886.00,182356.00,411949.00,402207.00,561930.00,100793.00,465951.00,341339.00,637322.00,153586.00,326177.00,71240.00,620946.00,245251.00,511705.00,367626.00,621278.00,101078.00,474647.00,464832.93,751431.10,184711.94,747257.21,172675.27,730275.82,63683.00,660188.46,263602.75,572357.98,360565.80,728894.73,237599.78,604103.24,230596.35,579901.05,315305.54,582617.43,200988.75,559868.50,377971.50,702905.49,196734.85,621714.00,334246.15,309420.84,359944.37,599839.86,310665.44,748186.47,208226.57,485288.80,449425.69,725092.34,202048.80,565579.50,436968.93,344541.04,544080.23,579387.64,469847.51,478776.45,432096.82,624588.17,434022.78,547640.02,356758.20
