"Type of Valuation","Subsector","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Current Prices","..Lanzones",.,.,155,126,158,261,207,179,61,47,49,34,80,83,69,85,76,97,156,162,126,121,125
"Current Prices","..Rambutan",.,.,148,151,117,122,155,138,125,115,93,65,49,58,39,38,43,61,58,68,77,88,99
"Current Prices","..Cabbage",.,.,28,29,32,18,13,16,20,21,17,20,16,20,18,22,18,16,16,14,14,21,21
"Current Prices","..Cacao",.,.,3,3,3,3,2,1,1,1,2,2,1,1,2,1,2,2,2,2,3,3,3
"Current Prices","..Other Crops",.,.,2246,1261,1544,1380,1339,1290,1414,1509,1424,1532,1564,1620,1783,1829,1778,1813,1886,1891,2135,2135,1938
"Current Prices","LIVESTOCK",.,.,13891,14575,18245,21699,23135,25460,28489,29689,30556,31272,30929,34828,41250,41577,42706,50339,52611,48280,52958,44699,48477
"Current Prices","..Hog",.,.,12533,13156,16648,19879,20964,23127,25855,26761,27422,28130,27801,31493,37615,37703,38596,46004,48123,43600,48307,38824,39743
"Current Prices","..Cattle",.,.,1050,1052,1179,1344,1573,1673,1911,2131,2263,2266,2230,2370,2576,2728,2928,3038,3094,3215,3211,4115,6040
"Current Prices","..Carabao",.,.,187,192,201,226,282,300,322,371,411,410,414,444,497,573,572,679,786,841,826,1074,1751
"Current Prices","..Goat",.,.,120,174,216,250,316,360,400,425,459,466,484,520,561,572,610,617,609,624,615,686,943
"Current Prices","POULTRY",.,.,20724,19644,21589,20258,20820,22806,26011,28732,29923,31049,32820,33564,36445,38297,41037,42440,43061,50087,48710,50913,59314
"Current Prices","..Chicken",.,.,16086,14852,16249,14403,14649,16139,18899,20426,20545,21002,21910,22637,25431,26136,27509,27834,28358,30929,26252,28631,33977
"Current Prices","..Duck",.,.,137,156,77,183,182,197,194,156,62,59,57,57,56,54,53,59,71,76,86,110,121
"Current Prices","..Chicken Eggs",.,.,4287,4424,5013,5428,5714,6203,6619,7924,9148,9820,10689,10677,10753,11909,13244,14256,14288,18703,21927,21735,24831
"Current Prices","..Duck Eggs",.,.,214,212,250,244,275,268,299,227,168,168,163,192,205,198,231,290,345,379,445,437,385
"Current Prices","FISHERIES *",.,.,21701,21629,24169,22082,19529,22052,23403,25081,25974,25885,29104,30370,27297,26531,25763,27345,27847,30087,27091,29489,28078
"Current Prices","..Tilapia",.,.,2052,2535,3109,3527,3820,5100,5615,6825,6413,6276,7362,7022,6808,6769,6384,7052,6790,7346,5816,5644,4155
"Current Prices","..Milkfish (Bangus)",.,.,1169,1463,1811,1865,2382,2948,3572,3676,3416,3437,4207,4113,3672,3910,4749,5963,5491,5849,4106,4430,4104
"Current Prices","..Roundscad (Galunggong)",.,.,7444,7186,7953,6089,3443,3433,3823,3392,4425,4101,4687,6705,4909,4222,2954,2005,2702,3194,5075,5280,4716
"Current Prices","..Mudcrab (Alimango)",.,.,4,5,4,8,11,9,11,10,7,7,5,5,6,7,38,234,1314,1405,2022,3693,1760
"Current Prices","..Frigate tuna (Tulingan)",.,.,1133,1328,1375,976,908,1150,1308,1459,1528,1249,1562,1565,1406,1740,1289,1100,965,1065,1370,779,952
"Current Prices","..Threadfin bream (Bisugo)",.,.,423,478,509,795,1017,1037,754,704,680,717,692,622,476,329,591,840,820,1463,1240,1188,1142
"Current Prices","..Yellowfin tuna (Tambakol/Bariles)",.,.,495,410,404,335,283,323,357,720,554,535,749,775,634,509,537,694,565,465,358,422,692
"Current Prices","..Indian mackerel (Alumahan)",.,.,966,951,867,1113,1567,967,917,977,1325,1166,1084,1284,1167,1048,541,712,533,635,414,423,433
"Current Prices","..Squid (Pusit)",.,.,430,431,571,489,410,560,446,384,380,487,490,453,460,367,470,492,520,517,337,405,633
"Current Prices","..Blue crab (Alimasag)",.,.,97,64,79,98,96,115,117,137,213,300,264,255,312,289,285,433,439,427,224,203,207
"Current Prices","..Skipjack (Gulyasan)",.,.,934,962,1070,887,607,559,559,552,622,546,465,424,442,455,518,444,422,601,419,556,961
"Current Prices","..Carp (Carpa)",.,.,258,215,368,375,339,416,612,534,543,835,914,996,895,1029,453,417,389,397,258,515,325
"Current Prices","..Grouper (Lapu-lapu)",.,.,75,65,45,61,75,162,133,160,141,177,219,228,296,291,239,287,306,367,223,166,382
"Current Prices","..Mussel (Tahong)",.,.,28,31,44,62,63,77,96,76,82,97,127,124,94,90,98,103,247,259,192,333,174
"Current Prices","..Fimbriated sardines (Tunsoy)",.,.,95,22,20,68,83,99,143,159,170,186,301,328,452,338,292,249,242,248,112,102,297
"Current Prices","..P. vannamei",..,..,..,..,..,..,..,..,..,..,144,139,138,162,100,116,88,88,166,512,523,1064,1122
"Current Prices","..Tiger prawn (Sugpo)",.,.,158,119,420,563,535,320,69,71,77,28,209,75,20,21,76,105,105,54,61,49,26
"Current Prices","..Sardines (Tawilis)",.,.,20,20,18,34,36,77,84,84,53,57,50,34,37,36,55,71,59,41,42,39,24
"Current Prices","..Seaweed",.,.,142,139,121,129,138,106,278,474,328,421,272,171,149,144,39,6,32,43,1,1,14
"Current Prices","..Oyster (Talaba)",.,.,4,5,5,7,11,13,12,12,17,21,18,17,12,17,16,8,6,6,4,5,9
"Current Prices","..Other Fisheries",.,.,5774,5198,5378,4599,3704,4583,4496,4675,4854,5104,5289,5012,4950,4805,6053,6041,5735,5194,4294,4193,5951
"Current Prices","..AGRICULTURE",.,.,74548,72835,84272,84260,82468,91366,103444,104672,111564,121142,120161,126016,138070,137541,144026,156499,158143,156621,159432,158063,169702
"Constant 2018 Prices","CROPS",.,.,38315,37932,37886,36915,34324,34098,35436,33600,33502,34648,34329,34708,33318,32961,34137,34164,34625,31889,29807,30585,30063
"Constant 2018 Prices","..Palay",.,.,7299,7280,7773,7585,6928,7567,8276,7405,7544,7718,7526,7961,7841,7596,7871,7943,8124,7362,7480,7925,7654
"Constant 2018 Prices","..Corn",.,.,585,606,751,908,757,939,855,736,853,815,831,1065,1053,918,1372,1314,1295,989,1073,951,862
"Constant 2018 Prices","..Coconut",.,.,8876,8632,8418,8240,8091,6926,7570,7943,7746,7725,7873,7969,7668,7661,8428,8605,9330,9128,8293,8385,8492
"Constant 2018 Prices","..Sugarcane",.,.,3483,2998,3464,3194,3702,3975,4446,3241,3013,3857,3471,3227,2854,3150,3009,3247,3021,2047,2001,2425,2037
"Constant 2018 Prices","..Pineapple",.,.,2403,2553,2453,2432,2480,2528,2591,2658,2633,2592,2598,2654,2570,2666,2782,2938,2828,2534,2064,2158,2147
"Constant 2018 Prices","..Banana",.,.,2158,2190,2153,2109,1603,1545,1601,1662,1608,1726,1769,1792,1585,1463,1697,1734,1745,1660,1485,1357,1461
"Constant 2018 Prices","..Mango",.,.,3111,3098,2435,1773,1208,1320,1188,1231,1305,1703,1604,1577,1728,1715,1466,1197,1184,1361,1182,1203,1250
"Constant 2018 Prices","..Eggplant",.,.,914,911,892,910,816,864,915,948,1067,1034,1027,1041,1047,1089,1042,940,928,886,746,694,712
"Constant 2018 Prices","..Ampalaya",.,.,468,702,822,825,795,828,865,928,997,999,1007,1005,927,884,886,868,841,862,811,784,794
"Constant 2018 Prices","..Sweet potato",.,.,758,758,752,834,786,787,728,660,633,615,636,619,627,623,604,582,571,582,574,582,574
"Constant 2018 Prices","..Squash",.,.,370,847,859,840,809,829,752,719,705,660,628,632,655,681,641,575,563,544,504,523,529
"Constant 2018 Prices","..Calamansi",.,.,599,601,478,490,477,514,527,519,527,519,494,476,427,448,448,449,461,448,395,398,396
"Constant 2018 Prices","..Tomato",.,.,481,485,488,483,417,419,425,379,460,481,466,491,508,518,468,446,456,421,366,384,378
"Constant 2018 Prices","..Cassava",.,.,638,642,644,683,628,611,574,523,481,458,468,477,491,490,480,455,403,403,401,408,407
"Constant 2018 Prices","..Black Pepper",.,.,991,972,969,938,769,676,707,710,693,700,672,550,517,354,265,253,239,201,173,157,163
"Constant 2018 Prices","..Chayote",.,.,148,289,327,311,304,307,299,279,254,260,247,243,227,238,225,223,219,218,213,206,192
"Constant 2018 Prices","..Stringbeans",.,.,42,188,158,168,158,163,168,172,159,158,171,181,169,179,182,184,202,196,189,183,177
"Constant 2018 Prices","..Coffee",.,.,591,605,575,505,480,412,426,424,409,259,400,245,219,106,132,98,96,70,59,66,74
"Constant 2018 Prices","..Lanzones",.,.,320,319,288,603,370,375,112,62,88,56,139,146,108,113,107,99,156,147,122,113,99
"Constant 2018 Prices","..Rambutan",.,.,192,183,150,197,197,163,116,109,115,71,73,77,42,42,47,56,58,61,60,64,58
"Constant 2018 Prices","..Cabbage",.,.,76,77,76,44,27,37,35,29,29,29,29,27,28,26,24,21,16,18,17,18,30
"Constant 2018 Prices","..Cacao",.,.,5,4,4,4,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3
"Constant 2018 Prices","..Other Crops",.,.,3808,2991,2958,2840,2521,2312,2259,2260,2181,2212,2199,2252,2025,1999,1961,1938,1886,1750,1595,1597,1576
"Constant 2018 Prices","LIVESTOCK",.,.,29162,30887,30061,33067,37201,40374,39957,40078,38916,40789,41378,43043,44045,46942,50629,51438,52611,54370,48208,28496,30226
"Constant 2018 Prices","..Hog",.,.,26185,27880,26955,29973,33908,36919,36274,36177,34929,36838,37466,39030,39801,42418,46038,46877,48123,49883,43951,23697,25631
"Constant 2018 Prices","..Cattle",.,.,2150,2153,2214,2141,2251,2371,2562,2718,2777,2767,2718,2785,2938,3152,3220,3160,3094,3069,2868,3216,2965
"Constant 2018 Prices","..Carabao",.,.,508,514,517,549,601,627,626,673,673,664,660,667,723,772,750,776,786,819,800,941,930
"Constant 2018 Prices","..Goat",.,.,319,341,374,404,441,458,495,511,537,520,534,562,584,601,622,625,609,600,589,642,700
"Constant 2018 Prices","POULTRY",.,.,32429,32429,32589,29494,28828,29627,32114,32656,34464,35747,37693,37964,36880,40072,41250,41750,43061,45837,44542,45377,47579
"Constant 2018 Prices","..Chicken",.,.,24923,24547,24312,20774,20220,20952,22898,23042,23950,24423,25566,25927,25582,27563,28143,28161,28358,29414,27179,25724,26680
"Constant 2018 Prices","..Duck",.,.,366,383,398,394,361,335,296,224,82,84,78,77,71,64,62,62,71,69,75,80,85
"Constant 2018 Prices","..Chicken Eggs",.,.,6778,7117,7477,7948,7868,7967,8549,9134,10246,11048,11862,11764,11027,12244,12821,13255,14288,15990,16886,19179,20512
"Constant 2018 Prices","..Duck Eggs",.,.,362,381,403,378,378,374,371,256,187,191,187,197,201,201,224,272,345,364,402,394,302
"Constant 2018 Prices","FISHERIES *",.,.,30441,30920,30638,29830,28544,31620,30799,29749,32171,30317,31283,33990,33049,30957,30782,29548,27847,29197,25737,24052,21108
"Constant 2018 Prices","..Tilapia",.,.,3134,3902,4152,4627,5143,6380,6836,7008,7259,7184,7401,7713,7082,7179,6807,6762,6790,6957,5335,5628,3977
"Constant 2018 Prices","..Milkfish (Bangus)",.,.,2022,2742,3171,3140,3848,4292,4508,4318,4423,4578,4819,4938,4831,4770,6092,7233,5491,5619,4028,3693,3249
"Constant 2018 Prices","..Roundscad (Galunggong)",.,.,7650,7537,6602,5608,4140,4132,4197,3506,4523,3771,3957,6292,6258,4558,4177,2429,2702,3627,4655,3779,2772
"Constant 2018 Prices","..Mudcrab (Alimango)",.,.,19,23,15,26,24,25,25,21,17,17,12,12,13,18,58,295,1314,1533,1956,2472,2075
"Constant 2018 Prices","..Frigate tuna (Tulingan)",.,.,2014,2361,2334,1591,1498,1952,1914,1999,2079,1544,1833,1960,2089,2446,2028,1479,965,1214,1573,653,676
"Constant 2018 Prices","..Threadfin bream (Bisugo)",.,.,923,910,883,1480,1715,1787,1365,1101,1084,1096,1004,870,662,463,757,993,820,1239,1039,916,758
"Constant 2018 Prices","..Yellowfin tuna (Tambakol/Bariles)",.,.,1136,893,949,699,526,589,582,1084,918,799,999,1069,860,660,709,785,565,428,350,388,588
"Constant 2018 Prices","..Indian mackerel (Alumahan)",.,.,1566,1650,1388,1778,1834,1575,1273,1272,1748,1456,1288,1571,1433,1079,612,796,533,594,345,309,242
"Constant 2018 Prices","..Squid (Pusit)",.,.,1259,1207,1190,1112,976,1221,946,781,696,855,844,793,697,517,545,544,520,610,388,410,651
"Constant 2018 Prices","..Blue crab (Alimasag)",.,.,229,139,169,183,172,208,209,222,340,455,408,408,482,407,412,548,439,408,227,179,171
"Constant 2018 Prices","..Skipjack (Gulyasan)",.,.,1624,1758,1892,1667,1117,967,851,741,948,724,554,542,569,572,571,466,422,560,380,440,712
"Constant 2018 Prices","..Carp (Carpa)",.,.,540,289,412,492,490,681,752,670,729,773,817,860,917,911,507,478,389,451,374,507,330
"Constant 2018 Prices","..Grouper (Lapu-lapu)",.,.,179,133,76,108,136,278,209,234,229,258,294,328,392,373,275,300,306,406,249,170,299
"Constant 2018 Prices","..Mussel (Tahong)",.,.,57,89,123,187,199,184,216,130,164,195,243,215,126,108,87,110,247,251,172,262,109
"Constant 2018 Prices","..Fimbriated sardines (Tunsoy)",.,.,102,30,27,79,109,141,226,233,239,208,306,306,416,372,254,259,242,185,98,64,190
"Constant 2018 Prices","..P. vannamei",..,..,..,..,..,..,..,..,..,..,146,146,145,162,86,106,87,79,166,460,439,940,998
"Constant 2018 Prices","..Tiger prawn (Sugpo)",.,.,168,121,412,420,422,397,73,76,86,29,249,92,21,26,69,116,105,40,54,47,22
"Constant 2018 Prices","..Sardines (Tawilis)",.,.,23,25,20,44,47,106,106,91,70,61,49,31,42,83,58,88,59,35,33,36,15
"Constant 2018 Prices","..Seaweed",.,.,243,287,244,229,266,255,424,585,426,449,433,397,313,225,35,8,32,41,0,0,12
"Constant 2018 Prices","..Oyster (Talaba)",.,.,6,12,13,21,30,24,27,26,37,38,54,74,57,22,17,8,6,6,4,6,7
"Constant 2018 Prices","..Other Fisheries",.,.,7549,6812,6564,6340,5852,6425,6060,5651,6009,5679,5575,5358,5703,6062,6625,5772,5735,4532,4038,3151,3255
"Constant 2018 Prices","..AGRICULTURE",.,.,130348,132168,131174,129306,128897,135718,138306,136084,139053,141500,144683,149706,147292,150933,156799,156901,158143,161293,148295,128510,128975
